amount,time,location,device,is_fraud
5309.696644018906,22,9,1,0
45.4673628505184,0,4,3,0
1290.6603710829017,7,7,1,0
4392.126645985856,13,6,0,0
5536.702105553082,13,8,3,1
5217.4302697232915,1,3,2,1
1798.0331291371756,7,9,4,1
5698.87287467355,18,2,3,0
1901.8064545369166,9,8,0,0
2606.5705867833453,6,7,4,0
5973.198783918603,12,6,2,0
5198.815027882481,21,0,1,0
6794.541166900953,20,1,1,0
5262.615073941245,14,8,3,1
4548.627283667096,10,4,4,0
753.9297687855993,13,0,0,0
2944.887845460171,10,8,0,0
2125.2929296153948,1,0,2,0
1955.6971988157732,1,7,4,0
7784.219385245802,11,4,4,0
3147.8163087107496,14,5,1,0
7136.912208641021,16,0,2,0
5050.953314848117,13,1,2,0
6359.516371815479,15,6,2,0
4023.5835593760107,7,1,4,0
4617.346557587741,23,4,1,1
3942.6789620818167,16,8,2,0
1565.9676874453658,4,4,1,0
5781.004661515735,11,2,2,0
2249.775037714642,5,5,4,0
199.40615161947343,17,6,1,0
5165.5510057778065,4,9,3,1
1420.9998818593563,5,9,2,0
7523.9663819015495,8,7,4,0
7631.658973135686,14,2,1,0
7319.340799812486,9,3,0,0
2964.418808542278,16,9,4,1
128.5756491482951,18,3,4,0
7426.906907888864,11,1,0,0
3428.332265796928,8,6,0,0
7733.4052782541385,14,3,3,0
7709.141716828576,13,3,3,0
6824.810596461543,0,7,3,1
2359.1188920963377,16,5,4,0
3083.8563401723923,0,5,4,0
6809.837688777271,22,8,4,1
2538.7914312244397,20,3,3,0
1360.0945097553094,21,8,1,0
4456.626093354509,12,0,4,0
7489.557419415444,7,8,4,1
5569.75822441641,12,0,4,0
4562.639054864473,15,6,3,0
781.9260676972945,1,5,2,0
4921.9827774598625,12,6,3,0
7920.480531583585,17,8,2,0
1124.9717018160095,2,9,3,1
4149.045570648075,12,3,1,0
7019.597710064004,18,8,1,0
5927.445098944864,12,2,4,0
5577.640849257167,18,9,3,1
5621.360251476938,3,8,2,1
2879.1317540019427,18,0,2,0
2352.2667948946246,17,4,1,0
6475.842438050717,5,9,4,1
6481.85659046005,18,4,2,0
6937.2431870479295,3,0,3,1
7306.358217688988,3,0,4,1
4093.1824788931976,23,2,3,0
4014.622776024161,6,8,3,1
6387.369955839367,6,6,1,0
5201.4616265682325,22,5,3,0
5617.2251836753385,15,8,0,0
6367.362392141628,15,3,4,0
7120.592707831443,4,3,0,1
2707.271279028029,14,2,3,0
3007.7857063563524,22,4,3,0
756.3856090277477,3,4,1,0
4628.349727264411,23,9,1,1
292.358479004953,12,6,1,0
3727.456154969019,18,6,1,0
4343.443854487075,6,5,2,0
2295.897310765634,11,3,1,0
4728.711918249241,8,6,3,0
248.8494982627002,16,1,3,0
303.5987690499693,1,8,4,0
6581.691482473968,15,6,0,1
2884.724178083047,6,1,2,0
1020.8487986518188,17,9,2,0
4180.334864138161,6,1,4,0
6161.098457023394,0,5,4,1
1730.4891148372612,2,6,1,0
4985.0093541729075,20,8,4,1
687.3529826251752,10,3,2,0
418.1953607430185,21,7,0,0
4253.180279387343,14,9,0,1
4327.377797272801,2,1,2,0
5101.252062478161,23,5,1,1
5810.100213112679,12,3,0,0
7806.937375302964,3,7,0,1
4132.821284668056,22,8,1,1
2587.0370011652617,21,1,0,0
6362.513627175786,7,6,3,0
2170.3038488402835,21,6,2,0
3514.5765085415605,3,7,0,0
632.2587688314163,17,4,0,0
207.6791936065828,6,2,1,0
7701.374075350011,10,0,0,0
6688.661063495086,3,3,1,1
5569.313777719115,12,2,2,0
3274.578790592088,8,1,3,0
1390.488088966412,8,5,4,0
1255.7141561553328,22,6,2,0
2005.6919708259397,20,9,0,0
4396.067184325433,18,6,3,0
5718.194401986998,2,7,4,1
5283.278026858262,11,1,4,0
2243.071506082813,10,9,0,0
7639.147918902237,19,5,4,1
5904.485848982669,10,5,4,0
4437.060649828649,16,9,2,0
4895.707366143646,20,0,2,0
3359.7024991101803,13,1,4,0
1985.6092610617538,15,8,1,0
2851.0015658168363,23,7,0,0
6063.979653162631,9,3,1,0
120.07594159489817,3,5,1,0
933.0007608527953,9,1,4,0
372.7911229639132,19,4,0,0
330.62677454016625,11,1,1,0
6844.407369168002,8,4,2,0
5630.7445857432895,14,6,2,0
3796.019763553165,8,6,0,0
787.1841144047568,6,8,1,0
3935.4689215590747,23,2,3,0
3790.406807390623,11,3,3,0
1389.7489499305714,19,8,0,0
3473.6439356575943,23,7,0,0
3191.0453515070008,13,6,3,0
4928.721533927471,21,7,1,0
5082.573738686812,15,8,1,0
367.2055581274959,18,3,4,0
3000.0278539386372,22,4,0,0
5008.75002613532,2,8,1,1
4027.5743873478013,10,6,3,0
6852.636280300637,22,3,3,0
5271.2555847934655,20,5,2,0
1307.6607445160303,19,0,1,0
569.1971354664366,18,0,4,0
5141.142129259493,7,8,4,1
216.9579277802664,19,7,0,0
4688.275772281339,7,0,2,0
7522.140780192536,2,1,3,1
4605.916052117652,9,3,3,0
3108.4185600211426,12,0,0,0
5148.089306446614,8,1,4,0
3668.731859479675,5,4,4,0
4367.2062305808995,14,7,3,0
7532.011146168319,15,5,0,0
3091.89058921719,4,5,1,0
7689.718557772194,20,3,2,0
7243.27838243873,12,1,4,0
1570.350122640425,18,2,4,0
559.5436004969478,1,5,4,0
810.7201210125261,5,5,1,0
150.68349608414007,0,4,1,0
760.0714712436476,14,5,2,0
5465.639153463773,14,5,4,0
574.1532444395308,13,0,3,0
2555.2101641986214,6,5,4,0
6759.77811120079,4,4,2,1
191.0591262079278,19,7,2,0
6516.675518298542,15,8,3,1
2258.4289243133326,16,5,1,0
949.7277968351417,10,9,3,1
5575.413637086384,14,3,2,0
5033.398060005173,19,2,3,1
7020.388748148788,15,9,4,1
5881.892995212067,2,0,2,1
6428.830038426864,5,6,1,0
2259.8664077075955,20,4,1,0
1423.629152518884,22,3,3,0
6006.164939368662,12,8,3,1
6455.643740441776,0,6,3,1
7924.088610295383,20,9,4,1
3303.878326906855,13,7,1,0
2979.2845959133015,1,3,2,0
6212.421621132265,1,9,2,1
2729.7243043228777,14,9,1,0
7446.4048182005,17,7,3,0
6868.00995098488,8,3,0,0
3434.8072488632715,2,0,3,1
6008.214186993021,3,7,1,1
6037.570278307036,14,0,4,0
829.4753313432813,4,2,3,0
7220.910488903136,19,6,2,0
4044.4927177206177,19,2,4,0
6612.527441531394,4,7,1,1
2563.7965602397408,9,4,0,0
7164.708211827123,15,2,3,0
3116.667421479634,11,4,4,0
91.64702358498539,13,4,4,0
7243.528901472013,21,7,2,0
734.8369809051378,10,8,3,1
2557.912532535367,18,5,0,0
7600.745426571185,5,9,4,1
7605.104139765761,9,2,2,0
4589.635915545672,19,1,3,0
5056.5385112975455,2,2,3,1
3590.3219482166664,21,8,0,0
2349.220119726026,14,6,2,0
2632.673040232478,10,8,0,0
5381.7850563359225,21,5,4,0
6020.234362854252,1,7,1,1
6333.674454588159,23,9,1,1
6317.997051642458,5,8,0,0
734.1927938742795,16,2,0,0
3957.890336097139,17,6,1,0
465.18228633307103,3,8,4,0
4398.483414178266,22,1,0,0
3535.0363584801494,8,6,4,0
7102.194941152607,9,4,4,0
2810.565525353869,20,7,2,0
940.9507963387089,1,3,4,0
1148.2184980124227,10,0,3,0
6093.277500581191,10,9,1,0
4947.653416213507,10,7,1,0
813.475795601708,0,5,0,0
677.4339148894045,13,7,0,0
5609.248206015664,0,2,2,1
586.7402358817272,20,7,2,0
6575.771174026398,22,7,3,0
5651.4066061161875,8,0,0,0
655.3835012319886,23,3,1,0
683.2775241111094,0,6,3,0
7893.183430116897,20,0,0,0
2997.295012070182,21,2,3,0
2968.283965799793,21,2,4,0
6503.332540223733,3,5,4,1
7578.25237618395,0,4,3,1
7888.078505263853,18,6,0,0
6028.258591145238,9,2,4,0
3013.1953863196713,14,0,4,0
672.5882300058568,19,2,3,0
6218.2895928398575,3,7,4,1
4469.441976637761,19,4,1,0
3396.6549639295754,13,2,4,0
7251.303308832415,4,7,3,1
894.02387103768,14,5,4,0
3943.537708805419,14,2,4,0
95.77238991551546,15,4,2,0
3751.9418327430394,15,0,3,0
455.14468907628964,3,5,3,0
954.949240563235,8,8,2,0
944.6223429829536,0,6,2,0
5195.436365417928,4,7,1,1
5969.628809727059,8,5,4,1
4669.033276951791,19,4,0,0
7697.569525053963,4,5,0,1
3002.090283292014,3,6,2,0
2289.2681298234766,15,8,3,1
6949.450029874735,1,7,3,1
1792.6487289630238,15,4,1,0
7705.964202827688,17,6,0,0
102.17502514508165,1,7,3,0
7759.181219527574,15,0,1,0
350.06349604485604,0,7,1,0
7129.6891940160785,15,6,2,0
4223.970367144967,2,1,0,0
7943.753544973806,14,1,1,0
595.0035350595139,10,5,1,0
4433.06500378856,9,2,1,0
7754.573772274696,16,0,0,0
4187.16726414034,3,7,2,0
5037.042111891424,16,6,4,0
5567.510768432015,3,3,3,1
3639.055812818347,18,0,0,0
5022.3268502720875,0,1,0,1
4676.5929238251865,13,8,0,0
7209.758293875457,23,3,4,1
368.34381082995566,10,2,3,0
2251.3007007898814,6,7,3,0
7603.539815192087,16,3,1,0
7122.658952207876,3,6,1,1
3647.975738521775,9,4,2,0
4962.960119423286,16,4,0,0
2222.6625579341558,3,5,2,0
1509.0286719914716,18,3,0,0
3712.268747495157,17,1,3,0
2830.0510630682925,16,5,2,0
4671.330614247722,5,4,3,0
626.4884225350538,6,2,1,0
7795.286487291001,5,3,3,0
7889.754902114425,11,2,4,0
5586.802903587863,8,2,2,0
4291.090448921243,17,3,0,0
2479.67329220919,1,1,3,0
6511.2911825570545,16,3,2,1
5479.425724568265,20,9,0,0
1305.122430062406,0,1,2,0
7287.8628400282705,22,9,2,0
6581.185257170736,8,7,4,0
7598.650306768933,5,9,3,1
5807.127469564938,1,4,4,1
4909.25449150664,5,6,1,0
3348.853075143498,8,3,2,0
7462.164224415336,2,9,3,1
6929.180796555765,15,5,1,0
366.5232674989843,23,9,1,0
215.80396110552977,14,3,4,0
3014.8246181900067,11,5,1,0
6485.373879600754,22,0,0,1
7898.272653872981,7,5,0,0
1207.5830443727077,5,5,0,0
4755.075069240321,2,1,1,1
3050.222398765017,22,9,2,0
7759.465610527753,3,9,3,1
6737.740790469991,9,8,0,0
6707.437994165547,13,5,0,0
3752.2018125607874,20,6,0,0
3321.4819211896333,23,1,4,0
2190.8895400859965,14,1,4,0
455.7220957241623,6,1,0,0
6918.455398159151,6,9,0,0
6504.14356799497,7,8,4,1
7997.742797922614,9,2,3,0
7973.111512405873,18,3,2,0
4445.676486293007,18,0,3,0
6153.054384368182,1,0,2,1
7558.402010410012,14,3,1,0
6797.930888465905,0,1,1,1
1982.5480734368653,9,7,3,0
3607.1003618041977,5,3,4,0
1037.6295241362025,21,2,0,0
7632.637962933485,12,2,1,0
4851.366202434786,9,5,4,0
1832.9992300001845,11,5,4,0
5375.246971824825,23,5,2,1
4946.935282460877,5,5,1,0
2868.51093067256,5,7,3,0
912.892949636034,0,7,4,0
5374.227698764433,11,8,3,1
4164.860068725828,22,0,3,0
6179.685541926437,22,9,1,0
4163.707191390387,9,7,3,0
6818.191095046728,13,4,3,0
4417.495176002012,14,2,0,0
4489.6990824254135,22,9,3,1
7013.845553253468,23,2,0,1
3230.8455153681143,3,5,1,0
1076.4517514628726,0,7,3,0
235.1174971251451,7,9,4,0
6042.322359110584,2,1,3,1
4964.37486307095,13,8,0,0
5634.117745953293,16,4,4,0
1707.6484712637414,1,4,1,0
1095.2899473162242,14,0,2,0
121.28460201471601,5,5,2,0
2807.947532658743,4,4,0,0
4721.391906402791,13,6,1,0
3140.99114057236,18,6,1,0
3502.6120015797137,8,3,3,0
7233.7487624775185,7,4,2,0
2789.3024588512862,2,9,3,1
4114.345965832687,17,7,1,0
6270.305836865439,7,1,0,0
3175.359544658555,15,0,0,0
4978.5831683218485,14,5,4,0
6899.597851430228,20,3,0,0
7596.417386142849,14,9,2,0
1180.8524800276582,15,2,4,0
7413.068063166148,0,6,2,0
3939.4697631709078,9,7,3,0
2069.663884450172,18,3,3,0
3675.790371124899,4,9,0,0
7840.360439407389,17,5,4,1
3943.4816614729925,2,1,2,0
2633.369124248628,3,7,2,0
5069.0398302622225,3,5,1,1
1924.9642221316535,10,8,0,0
611.527308228768,8,5,3,0
1035.3933766756406,0,5,1,0
1028.7264824673907,15,1,3,0
1219.4620346307934,8,4,3,0
1114.923245332034,10,8,2,0
5128.793584701701,5,0,3,0
1459.131274771163,16,3,4,0
2768.6099301742865,11,9,3,1
7174.823337198564,21,9,4,1
3794.3233139016643,7,2,3,0
5342.124119475612,15,0,1,0
1382.6973702570306,4,0,2,0
1542.3507053753228,20,0,1,0
331.7445870504985,0,0,2,0
1355.6358292619557,16,1,1,0
2232.3297605605094,23,4,0,0
1420.1988217925907,20,1,3,0
714.1767573876597,7,3,3,0
969.4837894493035,9,8,0,0
3688.9262504216426,17,2,0,0
1654.6380786543111,14,1,4,0
2917.3375390793635,19,3,1,0
4029.8210804845808,12,8,3,1
5524.7066548917755,9,3,4,0
319.300558029586,8,4,3,0
6396.286139277796,12,3,0,0
5025.063613979808,2,7,4,1
658.6634604312309,21,3,4,1
6989.261099733684,22,1,4,0
7367.3748422518465,2,3,1,1
493.31828903963566,0,1,4,1
2218.636796936894,1,8,3,1
6450.579231945525,10,7,1,0
5987.336224617348,13,8,3,1
1480.2455497542367,9,3,4,0
1678.747840076999,6,0,4,0
2966.9244618170987,22,2,3,0
3878.7612666022155,0,6,2,0
4947.946898384716,6,0,4,0
2954.4645483603304,14,7,4,0
3702.9650554845175,10,8,1,0
5981.0301503793835,5,7,3,0
298.2822071103302,21,4,4,0
2023.233370030446,6,8,3,1
5708.229939146997,6,3,1,0
7162.178667309158,0,8,3,1
4095.861149714751,9,0,3,0
4259.247314696198,20,2,1,0
861.8402306615095,14,3,4,0
3582.0618727535198,7,9,3,1
4263.27504530791,23,0,2,0
1943.5516765596637,18,5,4,0
2157.599631440301,2,3,1,0
3021.386884021458,22,3,0,0
165.46922623292232,14,0,2,0
2580.0229288375103,3,4,4,0
1695.5268159373745,5,8,1,0
2623.3413306624275,9,5,2,0
962.4982438949135,17,7,4,0
7124.76560951546,15,3,0,0
4750.771666164619,17,8,4,1
5434.423041560194,5,6,0,0
6314.4240526656695,18,6,0,0
3990.045380437813,16,7,3,0
699.9277032589524,17,1,1,0
4299.166801839289,12,5,3,0
4696.7947385769285,6,6,0,0
5964.788596103718,19,2,1,0
3456.118072106287,11,7,1,0
1025.0045208505321,1,0,1,0
2273.788366860802,11,0,2,0
2907.8429597070876,11,9,4,1
5169.108344446152,23,2,0,1
4568.3725458279505,3,5,1,1
2851.993323553281,3,6,2,0
7892.189414099873,17,1,2,0
4848.169680758313,15,5,0,0
1901.628199929276,13,4,3,0
818.7508686001279,16,5,2,0
1227.1088177787346,16,0,0,0
1971.4320384341424,2,9,2,0
1289.6475792101476,5,6,0,0
1496.6033572901895,22,7,1,0
2284.3358737073077,12,6,3,0
1391.1218943815647,8,8,2,0
7174.639569888269,20,0,2,0
646.4687965648294,8,9,2,0
4198.468559614186,7,8,4,1
3286.122631782344,16,2,4,1
7859.117042184308,15,1,1,0
900.7510228335785,15,5,2,0
3185.8555143707044,18,4,3,0
7755.916114036574,23,3,4,1
6924.7294715223725,15,3,0,0
6537.491207239493,13,7,0,0
2066.933102224294,19,9,0,0
1371.2462611835763,13,2,1,0
5350.802543295826,13,0,2,0
7435.361033075048,13,4,2,0
4456.319329646369,11,7,4,0
4575.043452311849,5,2,0,0
2243.432853813972,19,1,1,0
6157.096000869536,12,0,3,0
1500.4147697173994,15,3,2,1
2592.8154950519283,8,1,2,0
3406.364326738252,1,7,1,0
4063.344977582218,21,9,4,1
1943.0658106585665,2,8,1,0
923.1204137899323,9,9,4,1
4886.907239320853,19,0,2,0
2312.601273155845,1,1,4,0
4651.999580273785,23,5,4,1
1239.1299086172476,9,9,4,1
3851.715114329266,7,6,4,0
4263.052513249929,16,1,0,0
419.32917689530314,21,7,0,0
2696.151204160395,0,9,0,0
1079.645342127099,5,8,0,0
511.68288892977813,6,7,1,0
7919.732057957613,14,8,3,1
2582.21899057291,17,5,4,1
6479.946194607805,8,6,1,0
2040.852034836292,7,5,0,0
5453.614264180314,9,6,4,0
6083.021739818044,3,2,3,1
4767.131731159715,19,3,4,0
3775.2516274585164,7,8,2,0
3297.668108607412,0,2,2,0
2794.201791011247,7,1,1,0
7436.585508261368,22,6,3,0
6645.802165262894,11,5,1,0
7720.390150778768,22,2,4,0
998.75630176693,14,5,3,0
5848.285464253136,12,6,1,0
7507.031952284197,15,5,4,0
1453.9583639944528,22,0,0,1
536.6376575973861,17,0,4,0
5930.259591074022,0,8,1,1
4597.912539873396,16,5,3,0
6735.421070182385,15,1,3,0
1122.4801511271846,22,0,0,0
6363.162158319822,4,1,1,1
1617.0104237817175,19,7,0,0
1313.4292632113074,20,4,2,0
1318.3050544582886,9,6,4,0
6517.5248882499,5,6,2,0
5323.25177946612,11,1,2,0
4186.908071029109,9,3,0,0
2873.8497205674025,21,1,0,0
7018.218323800801,16,6,4,0
3142.5986338439698,1,4,0,0
6533.712518575259,18,0,0,0
3515.8835940188965,19,1,0,0
3018.670713252136,5,5,0,0
3704.1248864285035,12,3,0,0
2414.516103942316,8,6,2,0
5982.136994509127,11,1,2,0
4024.249518789371,17,1,4,0
1861.5404976988043,7,5,3,0
7197.098713330175,17,7,4,0
3074.210314878825,22,0,1,0
4350.705124606339,21,4,4,0
7252.2445271615525,1,0,4,1
4995.782777332367,7,5,0,0
939.5998354633707,9,6,0,0
7518.957828289734,8,5,0,0
5023.5258843059855,23,8,3,1
2682.5703891834037,17,2,0,0
1118.4802209437812,7,7,1,0
6353.231388216016,18,2,2,0
4962.481683648465,2,6,1,1
4270.021430350691,8,4,3,0
7151.671201492406,12,0,0,0
6309.834703740124,8,3,4,0
1217.6406634633456,19,8,2,0
2497.217932025408,11,7,3,0
1991.6706728166537,22,2,1,0
5952.850609118553,12,1,0,0
273.0918157125562,7,8,3,0
4561.268030546175,14,0,3,0
6100.857192496821,12,8,4,1
7014.7412659101865,20,6,4,0
2739.94358098368,12,1,4,0
6570.952150852743,16,4,1,0
889.5007369568818,14,1,4,0
6772.386072417473,21,4,3,0
1024.2718553441994,18,6,3,0
3181.3118880301363,2,4,3,0
6379.376449407531,13,1,2,0
1203.5898316534465,9,4,2,0
1837.8649048849686,16,9,1,0
5779.409284302565,7,5,4,0
5761.692109685864,17,4,3,0
5130.975324917952,11,1,4,0
5553.117813514465,16,5,3,0
4344.081924564031,22,5,2,0
2018.1334759610872,10,1,3,0
2768.8394680638357,8,3,1,0
1456.8737458273981,21,6,0,0
7268.062237862358,23,0,3,1
4669.2173991551335,23,0,1,1
3209.8070770253007,22,5,2,0
3698.736400134841,14,6,2,0
7578.530300196464,8,4,0,0
1231.0444679130612,11,9,4,1
4691.907506974294,10,7,4,0
4049.5799876813057,16,3,3,0
4893.576612300009,5,2,2,0
149.79091964761986,7,6,1,0
6977.630652008491,9,3,0,0
7457.285668456481,14,0,4,0
4523.239802795725,3,7,3,1
5574.723336895753,17,4,3,1
7380.382552512479,10,7,2,0
5659.372881335622,8,7,1,0
1224.5496480995196,8,4,1,0
4612.425439533671,7,7,4,0
4855.686795830933,2,6,3,1
3395.9247170625763,20,2,2,0
5892.871663819659,17,3,1,0
7475.264283078273,13,6,3,1
7404.920260689677,2,3,1,1
3609.460774376036,16,5,0,0
910.3381764968383,3,1,1,0
7878.805385703865,20,1,1,0
6711.990201135243,17,2,3,0
1001.6781362201184,14,9,1,0
7367.130851525892,18,6,1,0
6959.821414686716,21,2,0,0
4153.110266722947,5,2,1,0
4732.247108780709,14,3,1,0
3195.0266174416915,6,9,3,1
442.8193023821405,11,5,2,0
2684.901946958978,15,0,0,0
6423.813321541102,8,5,1,0
42.03302392179985,19,7,2,0
2671.3258776706975,4,7,3,0
3188.3587052595917,10,5,0,0
4301.477845488694,1,5,3,0
7359.24565322002,21,2,2,0
2774.0362249558602,15,1,0,0
2778.8908491603406,3,6,1,0
5901.3224786374385,4,7,2,1
3620.482437414008,6,9,3,1
1800.7155594051558,5,5,0,0
3622.2539314808837,23,4,2,0
1131.1518779365,21,3,2,0
1415.2139571172554,9,0,3,0
3989.4503430521404,13,8,3,1
3354.3089687888605,7,9,1,0
7319.19297903946,13,3,1,0
2902.339223437482,13,1,2,0
4646.803860472957,19,3,3,0
5059.9529819166455,22,4,2,0
109.69018042372743,2,1,4,0
5309.981289273601,0,6,3,1
1428.3975551236626,8,2,4,0
7688.757188168294,8,7,4,0
1193.558508386138,21,3,3,0
3319.919869197555,1,4,1,0
687.3705962887576,15,2,2,0
7975.009643508349,7,4,0,1
4020.0491075982845,5,8,0,0
4765.10321347375,22,1,3,0
541.2764367204777,12,6,1,1
6000.933960841427,0,9,1,1
1683.195216799208,18,7,1,0
7184.9440440785065,14,2,0,0
1645.0914256536473,0,3,4,0
1529.5483267060142,9,9,0,0
297.21459444551857,0,1,1,0
